Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  178852/654231      std::vector<Protein*, std::allocator<Protein*> >::operator[](unsigned long) [255]
                0.00    0.00  539194/741834      DnaMutator::hasMutate() [352]
                0.00    0.00   95443/95443       Organism::reset_stats() [437]
                0.00    0.00   80467/80467       std::shared_ptr<Organism>::shared_ptr(decltype(nullptr)) [446]
                0.00    0.00   10341/11342       std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [549]
                0.00    0.00    9999/11000       std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [556]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [832]
-----------------------------------------------
                0.07    4.62     816/816         ExpManager::ExpManager(int, int, int, double, int, double, int, int) [7]
[9]     11.7    0.07    4.62     816         ExpManager::start_stop_RNA(int) [9]
                1.75    1.55 4080000/34419380     Dna::promoter_at(int) [2]
                0.49    0.51 4080000/11672773     Dna::terminator_at(int) [11]
                0.06    0.07 8160816/13856460     Organism::length() [56]
                0.09    0.00 16620744/77914072     std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator->() const [35]
                0.00    0.08  255598/255598      std::set<int, std::less<int>, std::allocator<int> >::insert(int const&) [84]
                0.00    0.01    8866/341425      std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [28]
                0.00    0.01    8866/1109503     std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::operator[](int const&) [25]
                0.00    0.00     816/15004       std::shared_ptr<Organism>::shared_ptr(std::shared_ptr<Organism> const&) [129]
                0.00    0.00     816/122928      std::shared_ptr<Organism>::~shared_ptr() [88]
                0.00    0.00    8866/274002      Promoter::Promoter(int, int) [202]
-----------------------------------------------
                0.00    0.03    1024/114551      ExpManager::run_evolution(int) [52]
                0.52    2.79  113527/114551      _GLOBAL__sub_I__ZN10ExpManagerC2Eiiididii [8]
[10]     8.3    0.52    2.81  114551         ExpManager::opt_prom_compute_RNA(int) [10]
                0.91    0.95 7592773/11672773     Dna::terminator_at(int) [11]
                0.05    0.79  834255/1109503     std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::operator[](int const&) [25]
                0.06    0.00 10866872/77914072     std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator->() const [35]
                0.02    0.02 1934927/13856460     Organism::length() [56]
                0.00    0.01    6426/15004       std::shared_ptr<Organism>::shared_ptr(std::shared_ptr<Organism> const&) [129]
                0.00    0.01   10898/122928      std::shared_ptr<Organism>::~shared_ptr() [88]
                0.00    0.00    8891/9707        std::vector<RNA*, std::allocator<RNA*> >::resize(unsigned long) [246]
                0.00    0.00  166587/177085      std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::size() const [269]
                0.00    0.00  148983/6143879     std::vector<RNA*, std::allocator<RNA*> >::operator[](unsigned long) [104]
                0.00    0.00  269797/278663      std::fabs(float) [375]
                0.00    0.00  137929/146795      RNA::RNA(int, int, double, int) [420]
                0.00    0.00  113041/741834      DnaMutator::hasMutate() [352]
                0.00    0.00    8897/16075       std::set<int, std::less<int>, std::allocator<int> >::clear() [512]
                0.00    0.00    8112/13722       std::vector<RNA*, std::allocator<RNA*> >::clear() [527]
                0.00    0.00    7497/14327       std::vector<Protein*, std::allocator<Protein*> >::clear() [521]
-----------------------------------------------
                0.49    0.51 4080000/11672773     ExpManager::start_stop_RNA(int) [9]
                0.91    0.95 7592773/11672773     ExpManager::opt_prom_compute_RNA(int) [10]
[11]     7.2    1.40    1.46 11672773         Dna::terminator_at(int) [11]
                0.74    0.00 95123484/960843478     std::vector<char, std::allocator<char> >::size() const [4]
                0.72    0.00 95283358/954838028     std::vector<char, std::allocator<char> >::operator[](unsigned long) [5]
-----------------------------------------------
                0.00    2.01     816/816         ExpManager::ExpManager(int, int, int, double, int, double, int, int) [7]
[12]     5.0    0.00    2.01     816         std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, int&, int>(ExpManager*&&, int&, int&&) [12]
                0.00    2.00     816/816         std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [16]
                0.00    0.00     816/6425        std::allocator<Organism>::allocator() [224]
                0.00    0.00     816/39861       std::allocator<Organism>::~allocator() [214]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
-----------------------------------------------
                0.00    2.00     816/816         std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [16]
[13]     5.0    0.00    2.00     816         std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [13]
                0.00    2.00     816/816         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [14]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
-----------------------------------------------
                0.00    2.00     816/816         std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [13]
[14]     5.0    0.00    2.00     816         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [14]
                0.00    2.00     816/816         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [15]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00     816/11231       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) const [550]
                0.00    0.00     816/12104       void std::__enable_shared_from_this_helper<(__gnu_cxx::_Lock_policy)2>(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&, ...) [538]
-----------------------------------------------
                0.00    2.00     816/816         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [14]
[15]     5.0    0.00    2.00     816         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [15]
                0.00    2.00     816/816         std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, int&, int>(std::allocator<Organism>, ExpManager*&&, int&, int&&) [17]
                0.00    0.00     816/39861       std::allocator<Organism>::~allocator() [214]
                0.00    0.00     816/16222       std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocator<Organism>(std::allocator<Organism> const&) [510]
                0.00    0.00     816/7650        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&) [643]
                0.00    0.00     816/6301        std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::get() [717]
                0.00    0.00     816/6418        std::remove_reference<std::allocator<Organism> const&>::type&& std::move<std::allocator<Organism> const&>(std::allocator<Organism> const&) [711]
                0.00    0.00     816/21768       std::allocator<Organism>::allocator(std::allocator<Organism> const&) [483]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/1803039     operator new(unsigned long, void*) [345]
                0.00    0.00     816/10831       std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr)) [557]
                0.00    0.00     816/20531       std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [485]
                0.00    0.00     816/18586       std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::~allocator() [492]
-----------------------------------------------
                0.00    2.00     816/816         std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, int&, int>(ExpManager*&&, int&, int&&) [12]
[16]     5.0    0.00    2.00     816         std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [16]
                0.00    2.00     816/816         std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [13]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
-----------------------------------------------
                0.00    2.00     816/816         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, int&, int&&) [15]
[17]     5.0    0.00    2.00     816         std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, int&, int>(std::allocator<Organism>, ExpManager*&&, int&, int&&) [17]
                0.00    2.00     816/816         void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, int&, int>(std::allocator<Organism>&, Organism*, ExpManager*&&, int&, int&&) [20]
                0.00    0.00     816/7547        std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<Organism>) [223]
                0.00    0.00     816/39861       std::allocator<Organism>::~allocator() [214]
                0.00    0.00     816/7036        std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base() [675]
                0.00    0.00     816/21768       std::allocator<Organism>::allocator(std::allocator<Organism> const&) [483]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00     816/25391       std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [474]
-----------------------------------------------
                0.00    2.00     816/816         void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, int&, int>(Organism*, ExpManager*&&, int&, int&&) [19]
[18]     5.0    0.00    2.00     816         Organism::Organism(ExpManager*, int, int) [18]
                0.00    2.00     816/816         Dna::Dna(int, Threefry::Gen&) [21]
                0.00    0.00     816/8482        std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::map() [221]
                0.00    0.00     816/167624      Threefry::gen(unsigned long, Threefry::Phase) [109]
                0.00    0.00     816/148688      std::unique_ptr<Threefry, std::default_delete<Threefry> >::operator->() const [209]
                0.00    0.00     816/523092      Threefry::Gen::~Gen() [299]
                0.00    0.00     816/8597        std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::map() [597]
                0.00    0.00     816/8409        std::set<int, std::less<int>, std::allocator<int> >::set() [607]
                0.00    0.00     816/8462        std::vector<RNA*, std::allocator<RNA*> >::vector() [604]
                0.00    0.00     816/8856        std::vector<Protein*, std::allocator<Protein*> >::vector() [584]
-----------------------------------------------
                0.00    2.00     816/816         void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, int&, int>(std::allocator<Organism>&, Organism*, ExpManager*&&, int&, int&&) [20]
[19]     5.0    0.00    2.00     816         void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, int&, int>(Organism*, ExpManager*&&, int&, int&&) [19]
                0.00    2.00     816/816         Organism::Organism(ExpManager*, int, int) [18]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/1803039     operator new(unsigned long, void*) [345]
-----------------------------------------------
                0.00    2.00     816/816         std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, int&, int>(std::allocator<Organism>, ExpManager*&&, int&, int&&) [17]
[20]     5.0    0.00    2.00     816         void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, int&, int>(std::allocator<Organism>&, Organism*, ExpManager*&&, int&, int&&) [20]
                0.00    2.00     816/816         void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, int&, int>(Organism*, ExpManager*&&, int&, int&&) [19]
                0.00    0.00     816/6528        int&& std::forward<int>(std::remove_reference<int>::type&) [702]
                0.00    0.00     816/6528        int& std::forward<int&>(std::remove_reference<int&>::type&) [701]
                0.00    0.00     816/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
-----------------------------------------------
                0.00    2.00     816/816         Organism::Organism(ExpManager*, int, int) [18]
[21]     5.0    0.00    2.00     816         Dna::Dna(int, Threefry::Gen&) [21]
                0.00    1.85 4080000/4097366     Threefry::Gen::random(unsigned int) [24]
                0.13    0.00     816/816         std::vector<char, std::allocator<char> >::vector(unsigned long, std::allocator<char> const&) [67]
                0.03    0.00 4080000/954838028     std::vector<char, std::allocator<char> >::operator[](unsigned long) [5]
-----------------------------------------------
                0.00    0.04   78960/4283757     Threefry::Gen::roulette_random(double*, int, bool) [102]
                0.00    0.05  107347/4283757     Threefry::Gen::binomial_random(int, double) [117]
                0.01    1.84 4097450/4283757     Threefry::Gen::random(unsigned int) [24]
[22]     4.8    0.01    1.93 4283757         Threefry::Gen::random() [22]
                1.91    0.01 4286853/4286853     Threefry::Gen::random_raw() [23]
                0.01    0.00 4244844/9376448     r123array2x64::operator[](unsigned long) [148]
-----------------------------------------------
                1.91    0.01 4286853/4286853     Threefry::Gen::random() [22]
[23]     4.8    1.91    0.01 4286853         Threefry::Gen::random_raw() [23]
                0.01    0.00 4293599/9376448     r123array2x64::operator[](unsigned long) [148]
-----------------------------------------------
                0.00    0.01   17366/4097366     DnaMutator::generate_next_mutation(int) [178]
                0.00    1.85 4080000/4097366     Dna::Dna(int, Threefry::Gen&) [21]
[24]     4.6    0.00    1.85 4097366         Threefry::Gen::random(unsigned int) [24]
                0.01    1.84 4097450/4283757     Threefry::Gen::random() [22]
-----------------------------------------------
                0.00    0.00     575/1109503     Organism::remove_promoters_starting_between(int, int) [239]
                0.00    0.01    8866/1109503     ExpManager::start_stop_RNA(int) [9]
                0.00    0.05   53196/1109503     ExpManager::compute_RNA(int) [101]
                0.00    0.09   92319/1109503     _GLOBAL__sub_I__ZN8OrganismC2EP10ExpManagerii [3]
                0.01    0.11  120292/1109503     Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
                0.05    0.79  834255/1109503     ExpManager::opt_prom_compute_RNA(int) [10]
[25]     2.8    0.06    1.05 1109503         std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::operator[](int const&) [25]
                0.02    0.43 1122056/1122056     std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::lower_bound(int const&) [29]
                0.03    0.25  264861/264861      std::_Rb_tree_iterator<std::pair<int const, Promoter*> > std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [48]
                0.04    0.11 1019642/1137153     std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::end() [59]
                0.08    0.00 1039596/1062446     std::_Rb_tree_iterator<std::pair<int const, Promoter*> >::operator==(std::_Rb_tree_iterator<std::pair<int const, Promoter*> > const&) const [86]
                0.03    0.01 1992492/2187794     std::_Rb_tree_iterator<std::pair<int const, Promoter*> >::operator*() const [119]
                0.03    0.00  262062/362746      std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, Promoter*> > const&) [123]
                0.01    0.01  832642/832642      std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::key_comp() const [157]
                0.01    0.00  847546/11995564     std::less<int>::operator()(int const&, int const&) const [87]
                0.00    0.00  254710/534925      std::tuple<int const&>::tuple<void, true>(int const&) [261]
-----------------------------------------------
                                                 <spontaneous>
[26]     2.4    0.96    0.00                 std::vector<DnaMutator::TypeMutation, std::allocator<DnaMutator::TypeMutation> >::operator[](unsigned long) [26]
-----------------------------------------------
                0.02    0.87   96932/96932       _GLOBAL__sub_I__ZN10ExpManagerC2Eiiididii [8]
[27]     2.2    0.02    0.87   96932         ExpManager::do_mutation(int) [27]
                0.00    0.34    4281/5305        std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, std::shared_ptr<Organism>&>(ExpManager*&&, std::shared_ptr<Organism>&) [31]
                0.00    0.17   83908/175853      std::shared_ptr<Organism>::operator=(std::shared_ptr<Organism> const&) [42]
                0.01    0.12  116511/117535      DnaMutator::~DnaMutator() [62]
                0.00    0.07    4048/4048        Organism::remove_all_promoters() [94]
                0.00    0.05  116594/116594      DnaMutator::generate_mutations() [116]
                0.00    0.05   11614/11614       Organism::apply_mutations() [118]
                0.00    0.03  105357/167624      Threefry::gen(unsigned long, Threefry::Phase) [109]
                0.00    0.01    9801/94443       std::shared_ptr<Organism>::operator=(std::shared_ptr<Organism>&&) [66]
                0.00    0.01   10344/122928      std::shared_ptr<Organism>::~shared_ptr() [88]
                0.00    0.01   97679/148688      std::unique_ptr<Threefry, std::default_delete<Threefry> >::operator->() const [209]
                0.00    0.00  121419/122443      DnaMutator::DnaMutator(Threefry::Gen*, int, double, int) [252]
                0.00    0.00  122580/13856460     Organism::length() [56]
                0.00    0.00  259882/77914072     std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator->() const [35]
                0.00    0.00  210155/523092      Threefry::Gen::~Gen() [299]
                0.00    0.00    7132/7132        Organism::locate_promoters() [323]
                0.00    0.00  111687/370609      Threefry::Gen::Gen(Threefry::Gen&&) [362]
                0.00    0.00  109418/371729      std::remove_reference<Threefry::Gen>::type&& std::move<Threefry::Gen>(Threefry::Gen&&) [361]
                0.00    0.00   89599/741834      DnaMutator::hasMutate() [352]
                0.00    0.00   10858/15889       AeTime::time() [513]
-----------------------------------------------
                0.00    0.01    8866/341425      ExpManager::start_stop_RNA(int) [9]
                0.01    0.18  124369/341425      Organism::Organism(ExpManager*, std::shared_ptr<Organism>) [43]
                0.02    0.30  208190/341425      _GLOBAL__sub_I__ZN8OrganismC2EP10ExpManagerii [3]
[28]     1.3    0.04    0.48  341425         std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [28]
                0.03    0.26  291773/291773      std::_Rb_tree_iterator<std::pair<int const, int> > std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [47]
                0.01    0.09  343997/354600      std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [75]
                0.00    0.05  265346/363745      std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::end() [99]
                0.01    0.01  349631/349631      std::_Rb_tree_iterator<std::pair<int const, int> >::operator*() const [162]
                0.01    0.00  284006/284837      std::_Rb_tree_const_iterator<std::pair<int const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, int> > const&) [166]
                0.00    0.00  268854/583010      std::_Rb_tree_iterator<std::pair<int const, int> >::operator==(std::_Rb_tree_iterator<std::pair<int const, int> > const&) const [193]
                0.00    0.00  274652/534925      std::tuple<int const&>::tuple<void, true>(int const&) [261]
                0.00    0.00     466/11995564     std::less<int>::operator()(int const&, int const&) const [87]
                0.00    0.00     426/426         std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::key_comp() const [804]
-----------------------------------------------
                0.02    0.43 1122056/1122056     std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::operator[](int const&) [25]
[29]     1.1    0.02    0.43 1122056         std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::lower_bound(int const&) [29]
                0.02    0.42 1133341/1133341     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::lower_bound(int const&) [30]
-----------------------------------------------
                0.02    0.42 1133341/1133341     std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::lower_bound(int const&) [29]
[30]     1.1    0.02    0.42 1133341         std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::lower_bound(int const&) [30]
                0.10    0.28 1167564/1168059     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, std::_Rb_tree_node_base*, int const&) [40]
                0.02    0.00 1143954/1875787     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_end() [124]
                0.01    0.00 1153021/1194035     std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_begin() [165]
-----------------------------------------------
                0.00    0.08    1024/5305        ExpManager::ExpManager(int, int, int, double, int, double, int, int) [7]
                0.00    0.34    4281/5305        ExpManager::do_mutation(int) [27]
[31]     1.0    0.00    0.42    5305         std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, std::shared_ptr<Organism>&>(ExpManager*&&, std::shared_ptr<Organism>&) [31]
                0.00    0.40    5728/5728        std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [34]
                0.01    0.00    5609/6425        std::allocator<Organism>::allocator() [224]
                0.00    0.00   10731/39861       std::allocator<Organism>::~allocator() [214]
                0.00    0.00    5358/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    5313/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
-----------------------------------------------
                0.01    0.40    6574/6574        std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [33]
[32]     1.0    0.01    0.40    6574         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [32]
                0.00    0.40    6711/6711        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [36]
                0.00    0.00   11288/12104       void std::__enable_shared_from_this_helper<(__gnu_cxx::_Lock_policy)2>(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&, ...) [538]
                0.00    0.00   10415/11231       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_get_deleter(std::type_info const&) const [550]
                0.00    0.00    6666/59745       ExpManager*&& std::forward<ExpManager*>(std::remove_reference<ExpManager*>::type&) [448]
                0.00    0.00    6597/53063       std::shared_ptr<Organism>& std::forward<std::shared_ptr<Organism>&>(std::remove_reference<std::shared_ptr<Organism>&>::type&) [450]
-----------------------------------------------
                0.00    0.40    6362/6362        std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [34]
[33]     1.0    0.00    0.40    6362         std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&) [33]
