Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      5.95     0.00     2244     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl()
  0.00      5.95     0.00     2240     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&)
  0.00      5.95     0.00     2238     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base()
  0.00      5.95     0.00     2237     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long)
  0.00      5.95     0.00     2237     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::get()
  0.00      5.95     0.00     2235     0.00     0.00  std::allocator<std::_Rb_tree_node<int> >::allocator()
  0.00      5.95     0.00     2235     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, Protein*> >*)
  0.00      5.95     0.00     2234     0.00     0.00  __gnu_cxx::new_allocator<Protein*>::allocate(unsigned long, void const*)
  0.00      5.95     0.00     2231     0.00     0.00  std::allocator<Organism>::allocator()
  0.00      5.95     0.00     2231     0.00     0.00  std::_Vector_base<Protein*, std::allocator<Protein*> >::_Vector_impl::_Vector_impl()
  0.00      5.95     0.00     2230     0.00     0.00  std::_Vector_base<Protein*, std::allocator<Protein*> >::_M_allocate(unsigned long)
  0.00      5.95     0.00     2230     0.00     0.00  std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::find(int const&)
  0.00      5.95     0.00     2226     0.00     0.00  std::_Vector_base<RNA*, std::allocator<RNA*> >::_Vector_impl::_Vector_impl()
  0.00      5.95     0.00     2221     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator()
  0.00      5.95     0.00     2219     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*)
  0.00      5.95     0.00     2217     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, int> > >::new_allocator()
  0.00      5.95     0.00     2217     0.00     0.00  Protein** std::__uninitialized_copy_a<std::move_iterator<Protein**>, Protein**, Protein*>(std::move_iterator<Protein**>, std::move_iterator<Protein**>, Protein**, std::allocator<Protein*>&)
  0.00      5.95     0.00     2213     0.00     0.00  __gnu_cxx::new_allocator<Protein*>::new_allocator()
  0.00      5.95     0.00     2198     0.00     0.00  std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::operator[](int const&)
  0.00      5.95     0.00     2192     0.00     0.00  Protein** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Protein**>, Protein**>(std::move_iterator<Protein**>, std::move_iterator<Protein**>, Protein**)
  0.00      5.95     0.00     2191     0.00     0.00  char* std::__niter_base<char*>(char*)
  0.00      5.95     0.00     2179     0.00     0.00  std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<Organism>)
  0.00      5.95     0.00     2178     0.00     0.00  std::_Sp_ebo_helper<0, std::allocator<Organism>, true>::_Sp_ebo_helper(std::allocator<Organism> const&)
  0.00      5.95     0.00     2175     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl()
  0.00      5.95     0.00     2132     0.00     0.00  void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
  0.00      5.95     0.00     2105     0.00     0.00  void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&)
  0.00      5.95     0.00     2101     0.00     0.00  std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const
  0.00      5.95     0.00     2078     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  0.00      5.95     0.00     2077     0.00     0.00  Organism::mod(int, int)
  0.00      5.95     0.00     2016     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      5.95     0.00     2013     0.00     0.00  std::vector<int, std::allocator<int> >::push_back(int const&)
  0.00      5.95     0.00     1996     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      5.95     0.00     1954     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      5.95     0.00     1804     0.00     0.00  AeTime::time()
  0.00      5.95     0.00     1625     0.00     0.00  std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, std::shared_ptr<Organism>&>(ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1597     0.00     0.00  MutationEvent* const& std::forward<MutationEvent* const&>(std::remove_reference<MutationEvent* const&>::type&)
  0.00      5.95     0.00     1595     0.00     0.00  std::vector<char, std::allocator<char> >::vector(std::vector<char, std::allocator<char> > const&)
  0.00      5.95     0.00     1525     0.00     0.00  Dna::Dna(Dna const&)
  0.00      5.95     0.00     1512     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_select_on_copy(std::allocator<char> const&)
  0.00      5.95     0.00     1492     0.00     0.00  std::vector<char, std::allocator<char> >::end() const
  0.00      5.95     0.00     1470     0.00     0.00  std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&)
  0.00      5.95     0.00     1451     0.00     0.00  char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*)
  0.00      5.95     0.00     1450     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() const
  0.00      5.95     0.00     1449     0.00     0.00  std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1442     0.00     0.00  char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, char>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*, std::allocator<char>&)
  0.00      5.95     0.00     1424     0.00     0.00  char* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*)
  0.00      5.95     0.00     1423     0.00     0.00  std::vector<char, std::allocator<char> >::begin() const
  0.00      5.95     0.00     1422     0.00     0.00  std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1403     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&)
  0.00      5.95     0.00     1393     0.00     0.00  std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2> const&)
  0.00      5.95     0.00     1389     0.00     0.00  std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1365     0.00     0.00  char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*)
  0.00      5.95     0.00     1364     0.00     0.00  char* std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*)
  0.00      5.95     0.00     1355     0.00     0.00  char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*)
  0.00      5.95     0.00     1354     0.00     0.00  char* std::__copy_move_a<false, char const*, char*>(char const*, char const*, char*)
  0.00      5.95     0.00     1347     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, std::shared_ptr<Organism>&>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1344     0.00     0.00  std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>, ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1335     0.00     0.00  std::shared_ptr<Organism>::shared_ptr(std::shared_ptr<Organism> const&)
  0.00      5.95     0.00     1333     0.00     0.00  void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(std::allocator<Organism>&, Organism*, ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1312     0.00     0.00  __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_ptr()
  0.00      5.95     0.00     1307     0.00     0.00  std::_List_node<MutationEvent*>::_M_valptr()
  0.00      5.95     0.00     1300     0.00     0.00  void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, std::shared_ptr<Organism>&>(Organism*, ExpManager*&&, std::shared_ptr<Organism>&)
  0.00      5.95     0.00     1287     0.00     0.00  __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_addr()
  0.00      5.95     0.00     1024     0.00     0.00  DnaMutator::setMutate(bool)
  0.00      5.95     0.00     1003     0.00     0.00  std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_get_Node_allocator()
  0.00      5.95     0.00      909     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const
  0.00      5.95     0.00      909     0.00     0.00  std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      5.95     0.00      909     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      5.95     0.00      909     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&)
  0.00      5.95     0.00      909     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&)
  0.00      5.95     0.00      909     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&)
  0.00      5.95     0.00      909     0.00     0.00  std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&)
  0.00      5.95     0.00      816     0.00     0.00  ExpManager::compute_RNA(int)
  0.00      5.95     0.00      816     0.00     0.00  Dna::Dna(int, Threefry::Gen&)
  0.00      5.95     0.00      816     0.00     0.00  Organism::Organism(ExpManager*, int, int)
  0.00      5.95     0.00      816     0.00     0.00  void __gnu_cxx::new_allocator<Organism>::construct<Organism, ExpManager*, int&, int>(Organism*, ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  std::_Rb_tree_iterator<int>::operator==(std::_Rb_tree_iterator<int> const&) const
  0.00      5.95     0.00      816     0.00     0.00  std::shared_ptr<Organism>::shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, std::allocator<Organism> const&, ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::_Sp_make_shared_tag, Organism*, std::allocator<Organism> const&, ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  void std::allocator_traits<std::allocator<Organism> >::construct<Organism, ExpManager*, int&, int>(std::allocator<Organism>&, Organism*, ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<ExpManager*, int&, int>(std::allocator<Organism>, ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  char* std::__uninitialized_default_n_1<true>::__uninit_default_n<char*, unsigned long>(char*, unsigned long)
  0.00      5.95     0.00      816     0.00     0.00  std::vector<char, std::allocator<char> >::_M_default_initialize(unsigned long)
  0.00      5.95     0.00      816     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin()
  0.00      5.95     0.00      816     0.00     0.00  __gnu_cxx::__enable_if<std::__is_byte<char>::__value, char*>::__type std::__fill_n_a<unsigned long, char>(char*, unsigned long, char const&)
  0.00      5.95     0.00      816     0.00     0.00  std::shared_ptr<Organism> std::make_shared<Organism, ExpManager*, int&, int>(ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  std::shared_ptr<Organism> std::allocate_shared<Organism, std::allocator<Organism>, ExpManager*, int&, int>(std::allocator<Organism> const&, ExpManager*&&, int&, int&&)
  0.00      5.95     0.00      816     0.00     0.00  char* std::__uninitialized_default_n<char*, unsigned long>(char*, unsigned long)
  0.00      5.95     0.00      816     0.00     0.00  char* std::__uninitialized_default_n_a<char*, unsigned long, char>(char*, unsigned long, std::allocator<char>&)
  0.00      5.95     0.00      816     0.00     0.00  char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&)
  0.00      5.95     0.00      816     0.00     0.00  __gnu_cxx::__enable_if<std::__is_byte<char>::__value, void>::__type std::__fill_a<char>(char*, char*, char const&)
  0.00      5.95     0.00      765     0.00     0.00  Organism::look_for_new_promoters_starting_between(int, int)
  0.00      5.95     0.00      685     0.00     0.00  MutationEvent::pos_1()
  0.00      5.95     0.00      634     0.00     0.00  MutationEvent::~MutationEvent()
  0.00      5.95     0.00      576     0.00     0.00  MutationEvent::switch_pos(int)
  0.00      5.95     0.00      558     0.00     0.00  std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_inc_size(unsigned long)
  0.00      5.95     0.00      512     0.00     0.00  std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::push_back(MutationEvent* const&)
  0.00      5.95     0.00      507     0.00     0.00  DnaMutator::mutation_available()
  0.00      5.95     0.00      501     0.00     0.00  Organism::locate_promoters()
  0.00      5.95     0.00      474     0.00     0.00  MutationEvent::type()
  0.00      5.95     0.00      473     0.00     0.00  DnaMutator::generate_next_mutation(int)
  0.00      5.95     0.00      452     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::destroy<MutationEvent*>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**)
  0.00      5.95     0.00      451     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, int> >::operator->() const
  0.00      5.95     0.00      443     0.00     0.00  Organism::apply_mutations()
  0.00      5.95     0.00      442     0.00     0.00  std::_List_iterator<MutationEvent*>::operator++()
  0.00      5.95     0.00      441     0.00     0.00  Organism::remove_all_promoters()
  0.00      5.95     0.00      436     0.00     0.00  Dna::do_switch(int)
  0.00      5.95     0.00      435     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, int> >::operator!=(std::_Rb_tree_iterator<std::pair<int const, int> > const&) const
  0.00      5.95     0.00      435     0.00     0.00  std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_get_node()
  0.00      5.95     0.00      428     0.00     0.00  Organism::remove_promoters_around(int, int)
  0.00      5.95     0.00      423     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::deallocate(std::_List_node<MutationEvent*>*, unsigned long)
  0.00      5.95     0.00      423     0.00     0.00  std::_List_iterator<MutationEvent*>::operator*() const
  0.00      5.95     0.00      418     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::destroy<MutationEvent*>(MutationEvent**)
  0.00      5.95     0.00      417     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::deallocate(std::allocator<std::_List_node<MutationEvent*> >&, std::_List_node<MutationEvent*>*, unsigned long)
  0.00      5.95     0.00      417     0.00     0.00  std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_put_node(std::_List_node<MutationEvent*>*)
  0.00      5.95     0.00      414     0.00     0.00  std::allocator<std::_List_node<MutationEvent*> >* std::__addressof<std::allocator<std::_List_node<MutationEvent*> > >(std::allocator<std::_List_node<MutationEvent*> >&)
  0.00      5.95     0.00      413     0.00     0.00  Organism::remove_promoters_starting_between(int, int)
  0.00      5.95     0.00      410     0.00     0.00  Organism::look_for_new_promoters_around(int, int)
  0.00      5.95     0.00      409     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::__allocated_ptr(std::allocator<std::_List_node<MutationEvent*> >&, std::_List_node<MutationEvent*>*)
  0.00      5.95     0.00      404     0.00     0.00  Organism::do_switch(int)
  0.00      5.95     0.00      397     0.00     0.00  void std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::_M_insert<MutationEvent* const&>(std::_List_iterator<MutationEvent*>, MutationEvent* const&)
  0.00      5.95     0.00      393     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::operator=(decltype(nullptr))
  0.00      5.95     0.00      383     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::max_size() const
  0.00      5.95     0.00      383     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::construct<MutationEvent*, MutationEvent* const&>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**, MutationEvent* const&)
  0.00      5.95     0.00      380     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::allocate(unsigned long, void const*)
  0.00      5.95     0.00      357     0.00     0.00  std::_List_node<MutationEvent*>* std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::_M_create_node<MutationEvent* const&>(MutationEvent* const&)
  0.00      5.95     0.00      335     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::~__allocated_ptr()
  0.00      5.95     0.00      334     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::construct<MutationEvent*, MutationEvent* const&>(MutationEvent**, MutationEvent* const&)
  0.00      5.95     0.00      329     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::allocate(std::allocator<std::_List_node<MutationEvent*> >&, unsigned long)
  0.00      5.95     0.00      200     0.00     0.00  Stats::reinit(int)
  0.00      5.95     0.00      101     0.00     0.00  Stats::write_best()
  0.00      5.95     0.00      101     0.00     0.00  Stats::compute_best()
  0.00      5.95     0.00      101     0.00     0.00  Stats::write_average()
  0.00      5.95     0.00      101     0.00     0.00  Stats::compute_average()
  0.00      5.95     0.00      101     0.00     0.00  AeTime::plusplus()
  0.00      5.95     0.00       74     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >::operator!=(std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> > const&) const
  0.00      5.95     0.00       54     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, int> >::operator++()
  0.00      5.95     0.00       54     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, int> >)
  0.00      5.95     0.00       48     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, Promoter*> >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, Promoter*> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, Promoter*> > >::type&)
  0.00      5.95     0.00       43     0.00     0.00  std::map<int, Promoter*, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::erase(int const&)
  0.00      5.95     0.00       38     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, int> >)
  0.00      5.95     0.00       35     0.00     0.00  std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::erase[abi:cxx11](std::_Rb_tree_iterator<std::pair<int const, int> >)
  0.00      5.95     0.00       34     0.00     0.00  std::set<int, std::less<int>, std::allocator<int> >::begin() const
  0.00      5.95     0.00       34     0.00     0.00  std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() const
  0.00      5.95     0.00       34     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::equal_range(int const&)
  0.00      5.95     0.00       32     0.00     0.00  std::iterator_traits<std::_Rb_tree_iterator<std::pair<int const, int> > >::iterator_category std::__iterator_category<std::_Rb_tree_iterator<std::pair<int const, int> > >(std::_Rb_tree_iterator<std::pair<int const, int> > const&)
  0.00      5.95     0.00       31     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >, std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >)
  0.00      5.95     0.00       30     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::erase(int const&)
  0.00      5.95     0.00       29     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >::operator==(std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> > const&) const
  0.00      5.95     0.00       28     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int const, Promoter*> >::operator++(int)
  0.00      5.95     0.00       27     0.00     0.00  std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::key_comp() const
  0.00      5.95     0.00       24     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int const, Promoter*> >, std::_Rb_tree_iterator<std::pair<int const, Promoter*> > >::pair<std::_Rb_tree_iterator<std::pair<int const, Promoter*> >, std::_Rb_tree_iterator<std::pair<int const, Promoter*> >, true>(std::_Rb_tree_iterator<std::pair<int const, Promoter*> >&&, std::_Rb_tree_iterator<std::pair<int const, Promoter*> >&&)
  0.00      5.95     0.00       22     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, int> > std::next<std::_Rb_tree_iterator<std::pair<int const, int> > >(std::_Rb_tree_iterator<std::pair<int const, int> >, std::iterator_traits<std::_Rb_tree_iterator<std::pair<int const, int> > >::difference_type)
  0.00      5.95     0.00       22     0.00     0.00  void std::advance<std::_Rb_tree_iterator<std::pair<int const, int> >, long>(std::_Rb_tree_iterator<std::pair<int const, int> >&, long)
  0.00      5.95     0.00       21     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, int> >::operator--()
  0.00      5.95     0.00       21     0.00     0.00  void std::__advance<std::_Rb_tree_iterator<std::pair<int const, int> >, long>(std::_Rb_tree_iterator<std::pair<int const, int> >&, long, std::bidirectional_iterator_tag)
  0.00      5.95     0.00       18     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Promoter*>, std::_Select1st<std::pair<int const, Promoter*> >, std::less<int>, std::allocator<std::pair<int const, Promoter*> > >::_M_upper_bound(std::_Rb_tree_node<std::pair<int const, Promoter*> >*, std::_Rb_tree_node_base*, int const&)
  0.00      5.95     0.00       17     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::key_comp() const
  0.00      5.95     0.00       12     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_leftmost()
  0.00      5.95     0.00        7     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      5.95     0.00        7     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_value(std::_Rb_tree_node_base const*)
  0.00      5.95     0.00        6     0.00     0.00  std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_rightmost()
